year,rank,song,artist,gender
2016,94,Starving,Hailee Steinfeld & Grey Featuring Zedd,mixed
2016,85,Lean On,Major Lazer & DJ Snake Featuring MO,mixed
2016,25,Cold Water,Major Lazer Featuring Justin Bieber & MO,mixed
2016,42,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,mixed
2016,66,Close,Nick Jonas Featuring Tove Lo,mixed
2016,4,Work,Rihanna Featuring Drake,mixed
2016,86,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,mixed
2016,8,Don't Let Me Down,The Chainsmokers Featuring Daya,mixed
2016,10,Closer,The Chainsmokers Featuring Halsey,mixed
2016,27,Roses,The Chainsmokers Featuring Rozes,mixed
2016,69,Down In The DM,Yo Gotti Featuring Nicki Minaj,mixed
2016,46,Never Forget You,Zara Larsson & MNEK,mixed
2016,7,Hello,Adele,woman
2016,26,Send My Love (To Your New Lover),Adele,woman
2016,83,When We Were Young,Adele,woman
2016,39,Here,Alessia Cara,woman
2016,36,Dangerous Woman,Ariana Grande,woman
2016,51,Into You,Ariana Grande,woman
2016,77,Side To Side,Ariana Grande Featuring Nicki Minaj,woman
2016,71,Sorry,Beyonce,woman
2016,78,"Sit Still, Look Pretty",Daya,woman
2016,84,Hide Away,Daya,woman
2016,63,Ex's & Oh's,Elle King,woman
2016,81,On My Mind,Ellie Goulding,woman
2016,52,Gold,Kiiara,woman
2016,45,No,Meghan Trainor,woman
2016,62,Me Too,Meghan Trainor,woman
2016,33,Just Like Fire,P!nk,woman
2016,13,Needed Me,Rihanna,woman
2016,76,Lost Boy,Ruth B,woman
2016,40,Same Old Love,Selena Gomez,woman
2016,56,Hands To Myself,Selena Gomez,woman
2016,79,Wildest Dreams,Taylor Swift,woman
2017,48,Bank Account,21 Savage,man
2017,81,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,man
2017,60,Caroline,Amine,man
2017,61,Rolex,Ayo & Teo,man
2017,35,Bounce Back,Big Sean,man
2017,98,Do Re Mi,blackbear,man
2017,57,In Case You Didn't Know,Brett Young,man
2017,3,That's What I Like,Bruno Mars,man
2017,16,24K Magic,Bruno Mars,man
2017,71,Slide,Calvin Harris Featuring Frank Ocean & Migos,man
2017,22,Attention,Charlie Puth,man
2017,25,Redbone,Childish Gambino,man
2017,70,Broccoli,D.R.A.M. Featuring Lil Yachty,man
2017,12,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",man
2017,46,Let Me Love You,DJ Snake Featuring Justin Bieber,man
2017,37,Fake Love,Drake,man
2017,65,Passionfruit,Drake,man
2017,94,Small Town Boy,Dustin Lynch,man
2017,1,Shape Of You,Ed Sheeran,man
2017,40,Castle On The Hill,Ed Sheeran,man
2017,15,Unforgettable,French Montana Featuring Swae Lee,man
2017,14,Mask Off,Future,man
2017,83,Both,Gucci Mane Featuring Drake,man
2017,93,I Get The Bag,Gucci Mane Featuring Migos,man
2017,87,Sign Of The Times,Harry Styles,man
2017,9,Believer,Imagine Dragons,man
2017,51,Thunder,Imagine Dragons,man
2017,11,Say You Won't Let Go,James Arthur,man
2017,75,All Time Low,Jon Bellion,man
2017,49,Can't Stop The Feeling!,Justin Timberlake,man
2017,4,Humble.,Kendrick Lamar,man
2017,62,DNA.,Kendrick Lamar,man
2017,21,Location,Khalid,man
2017,78,Young Dumb & Broke,Khalid,man
2017,55,Tunnel Vision,Kodak Black,man
2017,28,iSpy,KYLE Featuring Lil Yachty,man
2017,36,Strip That Down,Liam Payne Featuring Quavo,man
2017,13,XO TOUR Llif3,Lil Uzi Vert,man
2017,2,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,man
2017,76,Hurricane,Luke Combs,man
2017,69,Cold,Maroon 5 Featuring Future,man
2017,38,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,man
2017,52,T-Shirt,Migos,man
2017,86,Slippery,Migos Featuring Gucci Mane,man
2017,6,Bad And Boujee,Migos Featuring Lil Uzi Vert,man
2017,32,Slow Hands,Niall Horan,man
2017,79,Magnolia,Playboi Carti,man
2017,45,Feel It Still,Portugal. The Man,man
2017,56,Rockstar,Post Malone Featuring 21 Savage,man
2017,10,Congratulations,Post Malone Featuring Quavo,man
2017,64,Swang,Rae Sremmurd,man
2017,19,Black Beatles,Rae Sremmurd Featuring Gucci Mane,man
2017,8,Body Like A Back Road,Sam Hunt,man
2017,23,There's Nothing Holdin' Me Back,Shawn Mendes,man
2017,54,Mercy,Shawn Mendes,man
2017,92,Treat You Better,Shawn Mendes,man
2017,42,Paris,The Chainsmokers,man
2017,5,Something Just Like This,The Chainsmokers & Coldplay,man
2017,20,Starboy,The Weeknd Featuring Daft Punk,man
2017,34,I Feel It Coming,The Weeknd Featuring Daft Punk,man
2017,68,Goosebumps,Travis Scott,man
2017,58,Heathens,twenty one pilots,man
2017,99,Look At Me!,XXXTENTACION,man
2017,95,Everyday We Lit,YFN Lucci Featuring PnB Rock,man
2017,63,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,man
2017,74,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",mixed
2017,96,Havana,Camila Cabello Featuring Young Thug,mixed
2017,91,No Promises,Cheat Codes Featuring Demi Lovato,mixed
2017,44,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,mixed
2017,18,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,mixed
2017,82,Starving,Hailee Steinfeld & Grey Featuring Zedd,mixed
2017,50,Mi Gente,J Balvin & Willy William Featuring Beyonce,mixed
2017,85,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,mixed
2017,72,What Ifs,Kane Brown Featuring Lauren Alaina,mixed
2017,73,Chained To The Rhythm,Katy Perry Featuring Skip Marley,mixed
2017,100,The Fighter,Keith Urban Featuring Carrie Underwood,mixed
2017,66,Loyalty.,Kendrick Lamar Featuring Rihanna,mixed
2017,27,It Ain't Me,Kygo x Selena Gomez,mixed
2017,31,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,mixed
2017,41,Bad Things,Machine Gun Kelly x Camila Cabello,mixed
2017,90,Down,Marian Hill,mixed
2017,97,What Lovers Do,Maroon 5 Featuring SZA,mixed
2017,80,Love Galore,SZA Featuring Travis Scott,mixed
2017,7,Closer,The Chainsmokers Featuring Halsey,mixed
2017,53,Rake It Up,Yo Gotti Featuring Nicki Minaj,mixed
2017,26,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,mixed
2017,17,Stay,Zedd & Alessia Cara,mixed
2017,89,Malibu,Miley Cyrus,nb
2017,77,Too Good At Goodbyes,Sam Smith,nb
2017,88,Water Under The Bridge,Adele,woman
2017,30,Scars To Your Beautiful,Alessia Cara,woman
2017,43,Side To Side,Ariana Grande Featuring Nicki Minaj,woman
2017,24,Bodak Yellow (Money Moves),Cardi B,woman
2017,47,Sorry Not Sorry,Demi Lovato,woman
2017,59,Now Or Never,Halsey,woman
2017,29,Issues,Julia Michaels,woman
2017,67,Praying,Kesha,woman
2017,84,What About Us,P!nk,woman
2017,33,Love On The Brain,Rihanna,woman
2017,39,Look What You Made Me Do,Taylor Swift,woman
2018,36,Youngblood,5 Seconds Of Summer,man
2018,56,Gummo,6ix9ine,man
2018,21,Mine,Bazzi,man
2018,23,Look Alive,BlocBoy JB Featuring Drake,man
2018,95,Mercy,Brett Young,man
2018,81,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",man
2018,65,How Long,Charlie Puth,man
2018,51,This Is America,Childish Gambino,man
2018,93,Dura,Daddy Yankee,man
2018,32,Tequila,Dan + Shay,man
2018,73,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",man
2018,1,God's Plan,Drake,man
2018,9,In My Feelings,Drake,man
2018,11,Nice For What,Drake,man
2018,52,Nonstop,Drake,man
2018,86,I'm Upset,Drake,man
2018,2,Perfect,Ed Sheeran,man
2018,71,Shape Of You,Ed Sheeran,man
2018,82,Simple,Florida Georgia Line,man
2018,72,I Get The Bag,Gucci Mane Featuring Migos,man
2018,22,Thunder,Imagine Dragons,man
2018,37,Whatever It Takes,Imagine Dragons,man
2018,69,Natural,Imagine Dragons,man
2018,100,Believer,Imagine Dragons,man
2018,70,You Make It Easy,Jason Aldean,man
2018,79,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",man
2018,12,Lucid Dreams,Juice WRLD,man
2018,85,Say Something,Justin Timberlake Featuring Chris Stapleton,man
2018,53,Heaven,Kane Brown,man
2018,50,Love.,Kendrick Lamar Featuring Zacari,man
2018,87,Get Along,Kenny Chesney,man
2018,67,Young Dumb & Broke,Khalid,man
2018,35,I Like Me Better,Lauv,man
2018,25,Yes Indeed,Lil Baby & Drake,man
2018,55,Freaky Friday,Lil Dicky Featuring Chris Brown,man
2018,44,Gucci Gang,Lil Pump,man
2018,96,One Number Away,Luke Combs,man
2018,58,Wait,Maroon 5,man
2018,80,Happier,Marshmello & Bastille,man
2018,66,Lights Down Low,MAX Featuring gnash,man
2018,48,Stir Fry,Migos,man
2018,43,Walk It Talk It,Migos Featuring Drake,man
2018,75,Sky Walker,Miguel Featuring Travis Scott,man
2018,29,Let You Down,NF,man
2018,90,X,Nicky Jam x J Balvin,man
2018,38,Ric Flair Drip,Offset & Metro Boomin,man
2018,33,Feel It Still,Portugal. The Man,man
2018,13,Better Now,Post Malone,man
2018,39,I Fall Apart,Post Malone,man
2018,5,Rockstar,Post Malone Featuring 21 Savage,man
2018,6,Psycho,Post Malone Featuring Ty Dolla $ign,man
2018,97,Powerglide,Rae Sremmurd & Juicy J,man
2018,57,Plug Walk,Rich The Kid,man
2018,46,In My Blood,Shawn Mendes,man
2018,78,Call Out My Name,The Weeknd,man
2018,40,Pray For Me,The Weeknd & Kendrick Lamar,man
2018,76,Marry Me,Thomas Rhett,man
2018,42,Sicko Mode,Travis Scott,man
2018,28,Taste,Tyga Featuring Offset,man
2018,17,Sad!,XXXTENTACION,man
2018,88,Moonlight,XXXTENTACION,man
2018,94,Changes,XXXTENTACION,man
2018,91,Outside Today,YoungBoy Never Broke Again,man
2018,31,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,mixed
2018,74,Plain Jane,A$AP Ferg Featuring Nicki Minaj,mixed
2018,3,Meant To Be,Bebe Rexha & Florida Georgia Line,mixed
2018,77,Eastside,"benny blanco, Halsey & Khalid",mixed
2018,14,Finesse,Bruno Mars & Cardi B,mixed
2018,68,One Kiss,Calvin Harris & Dua Lipa,mixed
2018,4,Havana,Camila Cabello Featuring Young Thug,mixed
2018,61,Bartier Cardi,Cardi B Featuring 21 Savage,mixed
2018,7,I Like It,"Cardi B, Bad Bunny & J Balvin",mixed
2018,45,Him & I,G-Eazy & Halsey,mixed
2018,30,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,mixed
2018,99,Mi Gente,J Balvin & Willy William Featuring Beyonce,mixed
2018,47,All The Stars,Kendrick Lamar & SZA,mixed
2018,19,Love Lies,Khalid & Normani,mixed
2018,84,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,mixed
2018,10,Girls Like You,Maroon 5 Featuring Cardi B,mixed
2018,89,What Lovers Do,Maroon 5 Featuring SZA,mixed
2018,26,Friends,Marshmello & Anne-Marie,mixed
2018,34,MotorSport,"Migos, Nicki Minaj & Cardi B",mixed
2018,83,Lemon,N*E*R*D & Rihanna,mixed
2018,60,Wolves,Selena Gomez X Marshmello,mixed
2018,63,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",mixed
2018,8,The Middle,"Zedd, Maren Morris & Grey",mixed
2018,49,Too Good At Goodbyes,Sam Smith,nb
2018,20,No Tears Left To Cry,Ariana Grande,woman
2018,62,God Is A Woman,Ariana Grande,woman
2018,18,Never Be The Same,Camila Cabello,woman
2018,54,Bodak Yellow (Money Moves),Cardi B,woman
2018,59,Be Careful,Cardi B,woman
2018,64,Sorry Not Sorry,Demi Lovato,woman
2018,16,New Rules,Dua Lipa,woman
2018,98,IDGAF,Dua Lipa,woman
2018,15,Boo'd Up,Ella Mai,woman
2018,92,Trip,Ella Mai,woman
2018,27,Bad At Love,Halsey,woman
2018,41,Back To You,Selena Gomez,woman
2018,24,Delicate,Taylor Swift,woman
2019,42,A Lot,21 Savage,man
2019,33,Youngblood,5 Seconds Of Summer,man
2019,41,Look Back At It,A Boogie Wit da Hoodie,man
2019,82,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,man
2019,44,MIA,Bad Bunny Featuring Drake,man
2019,53,God's Country,Blake Shelton,man
2019,56,The Git Up,Blanco Brown,man
2019,47,Thotiana,Blueface,man
2019,59,Envy Me,Calboy,man
2019,96,Eyes On You,Chase Rice,man
2019,21,No Guidance,Chris Brown Featuring Drake,man
2019,24,Suge,DaBaby,man
2019,35,Speechless,Dan + Shay,man
2019,91,Tequila,Dan + Shay,man
2019,97,All To Myself,Dan + Shay,man
2019,54,Be Alright,Dean Lewis,man
2019,34,Money In The Grave,Drake Featuring Rick Ross,man
2019,16,I Don't Care,Ed Sheeran & Justin Bieber,man
2019,50,Beautiful People,Ed Sheeran Featuring Khalid,man
2019,71,Leave Me Alone,Flipp Dinero,man
2019,94,Talk You Out Of It,Florida Georgia Line,man
2019,51,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,man
2019,25,Middle Child,J. Cole,man
2019,10,Sucker,Jonas Brothers,man
2019,78,Only Human,Jonas Brothers,man
2019,48,Lucid Dreams,Juice WRLD,man
2019,100,Robbery,Juice WRLD,man
2019,86,Good As You,Kane Brown,man
2019,8,Talk,Khalid,man
2019,20,Better,Khalid,man
2019,31,ZEZE,Kodak Black Featuring Travis Scott & Offset,man
2019,81,Rumor,Lee Brice,man
2019,27,Someone You Loved,Lewis Capaldi,man
2019,74,Close Friends,Lil Baby,man
2019,84,Baby,Lil Baby & DaBaby,man
2019,26,Drip Too Hard,Lil Baby & Gunna,man
2019,40,Panini,Lil Nas X,man
2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,man
2019,28,Ran$om,Lil Tecca,man
2019,79,Knockin' Boots,Luke Bryan,man
2019,46,Beautiful Crazy,Luke Combs,man
2019,63,Beer Never Broke My Heart,Luke Combs,man
2019,6,Happier,Marshmello & Bastille,man
2019,89,One Thing Right,Marshmello & Kane Brown,man
2019,18,Going Bad,Meek Mill Featuring Drake,man
2019,52,Whiskey Glasses,Morgan Wallen,man
2019,55,Pure Water,Mustard & Migos,man
2019,92,Shotta Flow,NLE Choppa,man
2019,11,High Hopes,Panic! At The Disco,man
2019,61,"Hey Look Ma, I Made It",Panic! At The Disco,man
2019,45,Pop Out,Polo G Featuring Lil Tjay,man
2019,5,Wow.,Post Malone,man
2019,32,Better Now,Post Malone,man
2019,62,Circles,Post Malone,man
2019,2,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,man
2019,30,Goodbyes,Post Malone Featuring Young Thug,man
2019,29,If I Can't Have You,Shawn Mendes,man
2019,49,Mo Bamba,Sheck Wes,man
2019,85,Look What God Gave Her,Thomas Rhett,man
2019,9,Sicko Mode,Travis Scott,man
2019,77,Worth It,YK Osiris,man
2019,66,Murder On My Mind,YNW Melly,man
2019,64,The London,"Young Thug, J. Cole & Travis Scott",man
2019,98,Boyfriend,Ariana Grande & Social House,mixed
2019,95,Beautiful,Bazzi Featuring Camila Cabello,mixed
2019,17,Eastside,"benny blanco, Halsey & Khalid",mixed
2019,37,Please Me,Cardi B & Bruno Mars,mixed
2019,69,I Like It,"Cardi B, Bad Bunny & J Balvin",mixed
2019,65,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,mixed
2019,57,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",mixed
2019,58,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,mixed
2019,88,Love Lies,Khalid & Normani,mixed
2019,19,Shallow,Lady Gaga & Bradley Cooper,mixed
2019,22,Girls Like You,Maroon 5 Featuring Cardi B,mixed
2019,90,Cash Shit,Megan Thee Stallion Featuring DaBaby,mixed
2019,93,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",mixed
2019,87,Clout,Offset Featuring Cardi B,mixed
2019,75,Baby Shark,Pinkfong,mixed
2019,14,Dancing With A Stranger,Sam Smith & Normani,mixed
2019,70,Trampoline,SHAED,mixed
2019,15,Senorita,Shawn Mendes & Camila Cabello,mixed
2019,43,ME!,Taylor Swift Featuring Brendon Urie,mixed
2019,83,How Do You Sleep?,Sam Smith,nb
2019,7,7 Rings,Ariana Grande,woman
2019,12,"Thank U, Next",Ariana Grande,woman
2019,36,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,woman
2019,72,Breathin,Ariana Grande,woman
2019,23,Sweet But Psycho,Ava Max,woman
2019,4,Bad Guy,Billie Eilish,woman
2019,67,When The Party's Over,Billie Eilish,woman
2019,73,Bury A Friend,Billie Eilish,woman
2019,38,Money,Cardi B,woman
2019,68,Act Up,City Girls,woman
2019,80,Trip,Ella Mai,woman
2019,3,Without Me,Halsey,woman
2019,60,You Say,Lauren Daigle,woman
2019,13,Truth Hurts,Lizzo,woman
2019,99,Walk Me Home,P!nk,woman
2019,76,My Type,Saweetie,woman
2019,39,You Need To Calm Down,Taylor Swift,woman
